Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","5203","Northern America","5510","Production","512","Fruit, citrus nes","1994","1994","tonnes","","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","512","Fruit, citrus nes","1995","1995","tonnes","","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","512","Fruit, citrus nes","1996","1996","tonnes","","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","512","Fruit, citrus nes","1997","1997","tonnes","6350","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","512","Fruit, citrus nes","1998","1998","tonnes","1810","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","512","Fruit, citrus nes","1999","1999","tonnes","3630","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","512","Fruit, citrus nes","2000","2000","tonnes","4540","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","512","Fruit, citrus nes","2001","2001","tonnes","1810","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","512","Fruit, citrus nes","2002","2002","tonnes","910","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","512","Fruit, citrus nes","2003","2003","tonnes","35000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","512","Fruit, citrus nes","2004","2004","tonnes","57141","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","512","Fruit, citrus nes","2005","2005","tonnes","26303","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","512","Fruit, citrus nes","2006","2006","tonnes","29030","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","512","Fruit, citrus nes","2007","2007","tonnes","50800","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","512","Fruit, citrus nes","2008","2008","tonnes","61690","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","512","Fruit, citrus nes","2009","2009","tonnes","47174","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","512","Fruit, citrus nes","2010","2010","tonnes","37195","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","512","Fruit, citrus nes","2011","2011","tonnes","34200","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","512","Fruit, citrus nes","2012","2012","tonnes","45000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","512","Fruit, citrus nes","2013","2013","tonnes","40823","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","512","Fruit, citrus nes","2014","2014","tonnes","36287","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","512","Fruit, citrus nes","2015","2015","tonnes","27220","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","512","Fruit, citrus nes","2016","2016","tonnes","16330","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","512","Fruit, citrus nes","2017","2017","tonnes","25000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","512","Fruit, citrus nes","2018","2018","tonnes","29411","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","512","Fruit, citrus nes","2019","2019","tonnes","26735","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","512","Fruit, citrus nes","2020","2020","tonnes","24687","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1961","1961","ha","530","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1962","1962","ha","570","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1963","1963","ha","610","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1964","1964","ha","730","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1965","1965","ha","770","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1966","1966","ha","770","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1967","1967","ha","690","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1968","1968","ha","730","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1969","1969","ha","650","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1970","1970","ha","690","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1971","1971","ha","770","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1972","1972","ha","770","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1973","1973","ha","1130","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1974","1974","ha","890","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1975","1975","ha","1010","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1976","1976","ha","1130","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1977","1977","ha","1290","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1978","1978","ha","1340","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1979","1979","ha","1580","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1980","1980","ha","1740","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1981","1981","ha","1820","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1982","1982","ha","1820","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1983","1983","ha","1900","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1984","1984","ha","1640","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1985","1985","ha","1700","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1986","1986","ha","1710","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1987","1987","ha","1670","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1988","1988","ha","1765","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1989","1989","ha","1650","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1990","1990","ha","1680","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1991","1991","ha","364","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1992","1992","ha","310","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1993","1993","ha","304","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1994","1994","ha","300","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1995","1995","ha","303","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1996","1996","ha","303","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1997","1997","ha","293","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1998","1998","ha","287","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","1999","1999","ha","290","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","2000","2000","ha","334","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","2001","2001","ha","247","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","2002","2002","ha","223","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","2003","2003","ha","214","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","2004","2004","ha","202","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","2005","2005","ha","250","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","2006","2006","ha","150","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","2007","2007","ha","69","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","2008","2008","ha","65","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","2009","2009","ha","55","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","2010","2010","ha","47","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","2011","2011","ha","45","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","2012","2012","ha","51","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","2013","2013","ha","40","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","2014","2014","ha","40","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","2015","2015","ha","31","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","2016","2016","ha","37","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","2017","2017","ha","36","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","2018","2018","ha","35","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","2019","2019","ha","36","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5312","Area harvested","619","Fruit, fresh nes","2020","2020","ha","35","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1961","1961","hg/ha","129774","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1962","1962","hg/ha","153333","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1963","1963","hg/ha","126705","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1964","1964","hg/ha","147767","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1965","1965","hg/ha","107130","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1966","1966","hg/ha","121818","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1967","1967","hg/ha","105014","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1968","1968","hg/ha","103205","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1969","1969","hg/ha","191877","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1970","1970","hg/ha","185841","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1971","1971","hg/ha","149766","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1972","1972","hg/ha","167831","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1973","1973","hg/ha","101088","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1974","1974","hg/ha","152360","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1975","1975","hg/ha","120594","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1976","1976","hg/ha","133655","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1977","1977","hg/ha","112899","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1978","1978","hg/ha","90828","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1979","1979","hg/ha","72525","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1980","1980","hg/ha","94580","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1981","1981","hg/ha","86615","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1982","1982","hg/ha","104379","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1983","1983","hg/ha","120847","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1984","1984","hg/ha","132134","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1985","1985","hg/ha","131147","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1986","1986","hg/ha","163602","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1987","1987","hg/ha","153754","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1988","1988","hg/ha","153428","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1989","1989","hg/ha","162903","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1990","1990","hg/ha","156548","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1991","1991","hg/ha","174451","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1992","1992","hg/ha","194032","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1993","1993","hg/ha","229770","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1994","1994","hg/ha","267667","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1995","1995","hg/ha","245545","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1996","1996","hg/ha","245545","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1997","1997","hg/ha","247440","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1998","1998","hg/ha","230662","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","1999","1999","hg/ha","168586","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","2000","2000","hg/ha","217365","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","2001","2001","hg/ha","282794","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","2002","2002","hg/ha","199327","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","2003","2003","hg/ha","144112","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","2004","2004","hg/ha","184109","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","2005","2005","hg/ha","148760","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","2006","2006","hg/ha","223800","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","2007","2007","hg/ha","288986","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","2008","2008","hg/ha","244308","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","2009","2009","hg/ha","173273","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","2010","2010","hg/ha","125532","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","2011","2011","hg/ha","191556","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","2012","2012","hg/ha","215294","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","2013","2013","hg/ha","249500","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","2014","2014","hg/ha","192750","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","2015","2015","hg/ha","170645","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","2016","2016","hg/ha","207027","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","2017","2017","hg/ha","191389","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","2018","2018","hg/ha","188857","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","2019","2019","hg/ha","195833","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5419","Yield","619","Fruit, fresh nes","2020","2020","hg/ha","195714","Fc","Calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1961","1961","tonnes","6878","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1962","1962","tonnes","8740","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1963","1963","tonnes","7729","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1964","1964","tonnes","10787","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1965","1965","tonnes","8249","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1966","1966","tonnes","9380","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1967","1967","tonnes","7246","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1968","1968","tonnes","7534","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1969","1969","tonnes","12472","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1970","1970","tonnes","12823","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1971","1971","tonnes","11532","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1972","1972","tonnes","12923","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1973","1973","tonnes","11423","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1974","1974","tonnes","13560","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1975","1975","tonnes","12180","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1976","1976","tonnes","15103","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1977","1977","tonnes","14564","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1978","1978","tonnes","12171","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1979","1979","tonnes","11459","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1980","1980","tonnes","16457","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1981","1981","tonnes","15764","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1982","1982","tonnes","18997","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1983","1983","tonnes","22961","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1984","1984","tonnes","21670","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1985","1985","tonnes","22295","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1986","1986","tonnes","27976","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1987","1987","tonnes","25677","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1988","1988","tonnes","27080","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1989","1989","tonnes","26879","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1990","1990","tonnes","26300","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1991","1991","tonnes","6350","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1992","1992","tonnes","6015","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","5203","Northern America","5510","Production","619","Fruit, fresh nes","1993","1993","tonnes","6985","A","Aggregate, may include official, semi-official, estimated or calculated data"
